review_description,rating,Year,Month,Day,review_descriptiont,content_token,sentiment,stemmed,text_string
"aku uninstall dulu. dulu perna daftar dan mau di lanjutkan susah. ganti bibit, bea admin lebih murah",1,2023,6,8,"aku uninstall dulu. dulu perna daftar dan mau di lanjutkan susah. ganti bibit, bea admin lebih murah","['uninstall', 'perna', 'daftar', 'lanjutkan', 'susah', 'ganti', 'bibit', 'bea', 'admin', 'murah']",-1,"['uninstall', 'perna', 'daftar', 'lanjut', 'susah', 'ganti', 'bibit', 'bea', 'admin', 'murah']",uninstall perna daftar lanjut susah ganti bibit admin murah
mantap bareksaaa,5,2023,6,10,mantap bareksaaa,"['mantap', 'bareksaaa']",1,"['mantap', 'bareksaaa']",mantap bareksaaa
"pelayanan lambat sekali, verifikasi untuk ganti nomer rekening juga sangat lambat. mau pindah aja deh klo gini",1,2023,6,11,"pelayanan lambat sekali, verifikasi untuk ganti nomer rekening juga sangat lambat. mau pindah aja deh klo gini","['pelayanan', 'lambat', 'verifikasi', 'ganti', 'nomer', 'rekening', 'lambat', 'pindah', 'aja', 'deh', 'klo', 'gini']",-1,"['layan', 'lambat', 'verifikasi', 'ganti', 'nomer', 'rekening', 'lambat', 'pindah', 'aja', 'deh', 'klo', 'gin']",layan lambat verifikasi ganti nomer rekening lambat pindah
untuk pemula. bareksa bagus banget. tampilannya sederhana. grafiknya juga bagus. sangat memudahkan.,5,2023,6,12,untuk pemula. bareksa bagus banget. tampilannya sederhana. grafiknya juga bagus. sangat memudahkan.,"['pemula', 'bagus', 'banget', 'tampilannya', 'sederhana', 'grafiknya', 'bagus', 'memudahkan']",1,"['mula', 'bagus', 'banget', 'tampil', 'sederhana', 'grafik', 'bagus', 'mudah']",mula bagus banget tampil sederhana grafik bagus mudah
berguna dan mudah,5,2023,6,13,berguna dan mudah,"['berguna', 'mudah']",1,"['guna', 'mudah']",guna mudah
"niatnya mau aktifin akun lagi. pas mau ganti nomor hp, disuruh via email. ditambah lagi pake acara foto ktp sama selfi, seakan fitur finger print sama kode pin gak ada gunanya. terlalu berbelit-belit, ditqmbah lagi harus siap terima telepon. maaf nih, ane jam segitu juga kerja. manabisa nelpon di jam kerja cuma buat verifikasi data. daripada repot ya udah uninstall ni apk.",1,2023,6,14,"niatnya mau aktifin akun lagi. pas mau ganti nomor hp, disuruh via email. ditambah lagi pake acara foto ktp sama selfi, seakan fitur finger print sama kode pin gak ada gunanya. terlalu berbelit-belit, ditqmbah lagi harus siap terima telepon. maaf nih, ane jam segitu juga kerja. manabisa nelpon di jam kerja cuma buat verifikasi data. daripada repot ya udah uninstall ni apk.","['niatnya', 'aktifin', 'akun', 'pas', 'ganti', 'nomor', 'hp', 'disuruh', 'via', 'email', 'ditambah', 'pake', 'acara', 'foto', 'ktp', 'selfi', 'seakan', 'fitur', 'finger', 'print', 'kode', 'pin', 'gak', 'gunanya', 'berbelit', 'belit', 'ditqmbah', 'terima', 'telepon', 'maaf', 'nih', 'ane', 'jam', 'segitu', 'kerja', 'manabisa', 'nelpon', 'jam', 'kerja', 'verifikasi', 'data', 'repot', 'ya', 'udah', 'uninstall', 'ni', 'apk']",-1,"['niat', 'aktifin', 'akun', 'pas', 'ganti', 'nomor', 'hp', 'suruh', 'via', 'email', 'tambah', 'pake', 'acara', 'foto', 'ktp', 'selfi', 'akan', 'fitur', 'finger', 'print', 'kode', 'pin', 'gak', 'guna', 'belit', 'belit', 'ditqmbah', 'terima', 'telepon', 'maaf', 'nih', 'ane', 'jam', 'segitu', 'kerja', 'manabisa', 'nelpon', 'jam', 'kerja', 'verifikasi', 'data', 'repot', 'ya', 'udah', 'uninstall', 'ni', 'apk']",niat aktifin akun ganti nomor suruh email tambah pake acara foto selfi akan fitur finger print kode guna belit belit ditqmbah terima telepon maaf segitu kerja manabisa nelpon kerja verifikasi data repot udah uninstall
mudah applikasinya,5,2023,6,14,mudah applikasinya,"['mudah', 'applikasinya']",1,"['mudah', 'applikasinya']",mudah applikasinya
"aplikasinya sudah bagus, alangkah lebih bagus lagi jika ada metode nabung rutin, mungkin bisa kerja sama dengan bank ternama untuk rdn atau auto debit. sementara sebelum ada nabung rutin di bareksa pakai aplikasi lain yang ijo juga",4,2023,6,15,"aplikasinya sudah bagus, alangkah lebih bagus lagi jika ada metode nabung rutin, mungkin bisa kerja sama dengan bank ternama untuk rdn atau auto debit. sementara sebelum ada nabung rutin di bareksa pakai aplikasi lain yang ijo juga","['aplikasinya', 'bagus', 'alangkah', 'bagus', 'metode', 'nabung', 'rutin', 'kerja', 'bank', 'ternama', 'rdn', 'auto', 'debit', 'nabung', 'rutin', 'pakai', 'aplikasi', 'ijo']",1,"['aplikasi', 'bagus', 'alangkah', 'bagus', 'metode', 'nabung', 'rutin', 'kerja', 'bank', 'nama', 'rdn', 'auto', 'debit', 'nabung', 'rutin', 'pakai', 'aplikasi', 'ijo']",aplikasi bagus alangkah bagus metode nabung rutin kerja bank nama auto debit nabung rutin pakai aplikasi
tim cs nya sangat lambat membantu kalau kita mau jual sbn kita. jadi kecewa dengan pelayanan nya,1,2023,6,16,tim cs nya sangat lambat membantu kalau kita mau jual sbn kita. jadi kecewa dengan pelayanan nya,"['tim', 'cs', 'nya', 'lambat', 'membantu', 'jual', 'sbn', 'kecewa', 'pelayanan', 'nya']",-1,"['tim', 'cs', 'nya', 'lambat', 'bantu', 'jual', 'sbn', 'kecewa', 'layan', 'nya']",lambat bantu jual kecewa layan
ribetlah verifikasi gagal terus gara2 foto selfie tdk sesuai dengan identitas. padahal pakai foto sendiri. ktp foto 10 tahun lalu dan ga beda jauh dengan wajah sekarang. tapi selalu aja gagal. fitur bantuan juga ga membantu. akhirnya uninstall.,1,2023,6,18,ribetlah verifikasi gagal terus gara2 foto selfie tdk sesuai dengan identitas. padahal pakai foto sendiri. ktp foto 10 tahun lalu dan ga beda jauh dengan wajah sekarang. tapi selalu aja gagal. fitur bantuan juga ga membantu. akhirnya uninstall.,"['ribetlah', 'verifikasi', 'gagal', 'gara2', 'foto', 'selfie', 'tdk', 'sesuai', 'identitas', 'pakai', 'foto', 'ktp', 'foto', '10', 'ga', 'beda', 'wajah', 'aja', 'gagal', 'fitur', 'bantuan', 'ga', 'membantu', 'uninstall']",-1,"['ribetlah', 'verifikasi', 'gagal', 'gara2', 'foto', 'selfie', 'tdk', 'sesuai', 'identitas', 'pakai', 'foto', 'ktp', 'foto', '10', 'ga', 'beda', 'wajah', 'aja', 'gagal', 'fitur', 'bantu', 'ga', 'bantu', 'uninstall']",ribetlah verifikasi gagal gara2 foto selfie sesuai identitas pakai foto foto beda wajah gagal fitur bantu bantu uninstall
joz,5,2023,6,19,joz,['joz'],1,['joz'],
kode otp tidak dikirim sudah coba 2 hari!!!!!!!!!!,1,2023,6,19,kode otp tidak dikirim sudah coba 2 hari!!!!!!!!!!,"['kode', 'otp', 'dikirim', 'coba', '2']",-1,"['kode', 'otp', 'kirim', 'coba', '2']",kode kirim coba
"sangat membantu utk menentukan jenis investasi yg akan dilakukan. infonya lengkap, proses jg mudah...suka bgt aplikasi ini",5,2023,6,19,"sangat membantu utk menentukan jenis investasi yg akan dilakukan. infonya lengkap, proses jg mudah...suka bgt aplikasi ini","['membantu', 'utk', 'menentukan', 'jenis', 'investasi', 'yg', 'infonya', 'lengkap', 'proses', 'jg', 'mudah', 'suka', 'bgt', 'aplikasi']",1,"['bantu', 'utk', 'tentu', 'jenis', 'investasi', 'yg', 'info', 'lengkap', 'proses', 'jg', 'mudah', 'suka', 'bgt', 'aplikasi']",bantu tentu jenis investasi info lengkap proses mudah suka aplikasi
pelayanan makin buruk aja ini bareksa. ganti atau tambah no rekening aja prosesnya lama. gak profesional gak recimended lagi buat inves reksadana. masak yang handle live chat kalau gak linka ya mai. miskin karyawan banget perusahaan kalian. buruk banget layanan kalian.,1,2023,6,20,pelayanan makin buruk aja ini bareksa. ganti atau tambah no rekening aja prosesnya lama. gak profesional gak recimended lagi buat inves reksadana. masak yang handle live chat kalau gak linka ya mai. miskin karyawan banget perusahaan kalian. buruk banget layanan kalian.,"['pelayanan', 'buruk', 'aja', 'ganti', 'no', 'rekening', 'aja', 'prosesnya', 'gak', 'profesional', 'gak', 'recimended', 'inves', 'reksadana', 'masak', 'handle', 'live', 'chat', 'gak', 'linka', 'ya', 'mai', 'miskin', 'karyawan', 'banget', 'perusahaan', 'buruk', 'banget', 'layanan']",-1,"['layan', 'buruk', 'aja', 'ganti', 'no', 'rekening', 'aja', 'proses', 'gak', 'profesional', 'gak', 'recimended', 'inves', 'reksadana', 'masak', 'handle', 'live', 'chat', 'gak', 'linka', 'ya', 'mai', 'miskin', 'karyawan', 'banget', 'usaha', 'buruk', 'banget', 'layan']",layan buruk ganti rekening proses profesional recimended inves reksadana masak handle live chat linka miskin karyawan banget usaha buruk banget layan
saat mau ft ktp gabisa dibuka apl apa ini,1,2023,6,20,saat mau ft ktp gabisa dibuka apl apa ini,"['ft', 'ktp', 'gabisa', 'dibuka', 'apl']",-1,"['ft', 'ktp', 'gabisa', 'buka', 'apl']",gabisa buka
"min, mohon jelaskan. depo 100.000 biaya tf 3.100 modal 103.100. 3 tahun profit jadi 108rb. biaya penarikan 2500 itu kalau sekali depo 100rb. bagaimana jika depo 10rb tiap bulan x10 dengan beban yang sama apakah ini layak bagi saya rakyat kecil untuk mulai berinvestasi? ataukah ada rekomendasi aplikasi lain?",1,2023,6,21,"min, mohon jelaskan. depo 100.000 biaya tf 3.100 modal 103.100. 3 tahun profit jadi 108rb. biaya penarikan 2500 itu kalau sekali depo 100rb. bagaimana jika depo 10rb tiap bulan x10 dengan beban yang sama apakah ini layak bagi saya rakyat kecil untuk mulai berinvestasi? ataukah ada rekomendasi aplikasi lain?","['min', 'mohon', 'depo', '100', '000', 'biaya', 'tf', '3', '100', 'modal', '103', '100', '3', 'profit', '108rb', 'biaya', 'penarikan', '2500', 'depo', '100rb', 'depo', '10rb', 'x10', 'beban', 'layak', 'rakyat', 'berinvestasi', 'rekomendasi', 'aplikasi']",-1,"['min', 'mohon', 'depo', '100', '000', 'biaya', 'tf', '3', '100', 'modal', '103', '100', '3', 'profit', '108rb', 'biaya', 'tari', '2500', 'depo', '100rb', 'depo', '10rb', 'x10', 'beban', 'layak', 'rakyat', 'investasi', 'rekomendasi', 'aplikasi']",mohon depo biaya modal profit 108rb biaya tari 2500 depo 100rb depo 10rb beban layak rakyat investasi rekomendasi aplikasi
verivikasi bank lama sekali udah lebih dari seminggu 5 hari tidak diverivikasi,1,2023,6,21,verivikasi bank lama sekali udah lebih dari seminggu 5 hari tidak diverivikasi,"['verivikasi', 'bank', 'udah', 'seminggu', '5', 'diverivikasi']",-1,"['verivikasi', 'bank', 'udah', 'minggu', '5', 'diverivikasi']",verivikasi bank udah minggu diverivikasi
susah sekali masuknya,1,2023,6,21,susah sekali masuknya,"['susah', 'masuknya']",-1,"['susah', 'masuk']",susah masuk
di perbanyak jenis ewallet dalam pembayaran sehingga mempermudah pengguna dan semoga tetap menjadi teraman untuk meningkatkan kualitas pelayanannya🙏,3,2023,6,22,di perbanyak jenis ewallet dalam pembayaran sehingga mempermudah pengguna dan semoga tetap menjadi teraman untuk meningkatkan kualitas pelayanannya🙏,"['perbanyak', 'jenis', 'ewallet', 'pembayaran', 'mempermudah', 'pengguna', 'semoga', 'teraman', 'meningkatkan', 'kualitas', 'pelayanannya']",0,"['banyak', 'jenis', 'ewallet', 'bayar', 'mudah', 'guna', 'moga', 'ram', 'tingkat', 'kualitas', 'layan']",banyak jenis ewallet bayar mudah guna moga tingkat kualitas layan
ribet sekarang mau nambah rekening aja harus kyc selfie pula. bisa2 dijual ke pinjol. gk jelas ni apk,1,2023,6,22,ribet sekarang mau nambah rekening aja harus kyc selfie pula. bisa2 dijual ke pinjol. gk jelas ni apk,"['ribet', 'nambah', 'rekening', 'aja', 'kyc', 'selfie', 'bisa2', 'dijual', 'pinjol', 'gk', 'ni', 'apk']",-1,"['ribet', 'nambah', 'rekening', 'aja', 'kyc', 'selfie', 'bisa2', 'jual', 'pinjol', 'gk', 'ni', 'apk']",ribet nambah rekening selfie bisa2 jual pinjol
okai,5,2023,6,24,okai,['okai'],1,['okai'],okai
saya mau pijam dulu seelum inpes,5,2023,6,24,saya mau pijam dulu seelum inpes,"['pijam', 'seelum', 'inpes']",1,"['pijam', 'seelum', 'inpes']",pijam seelum inpes
semoga berkah amin,5,2023,6,25,semoga berkah amin,"['semoga', 'berkah', 'amin']",1,"['moga', 'berkah', 'amin']",moga berkah amin
luar biasa hasilnya semoga lebih baik,5,2023,6,25,luar biasa hasilnya semoga lebih baik,"['hasilnya', 'semoga']",1,"['hasil', 'moga']",hasil moga
kenapa saya gabisa daftar,5,2023,6,26,kenapa saya gabisa daftar,"['gabisa', 'daftar']",1,"['gabisa', 'daftar']",gabisa daftar
buka,5,2023,6,26,buka,['buka'],1,['buka'],buka
very goods,5,2023,6,26,very goods,"['very', 'goods']",1,"['very', 'goods']",very goods
"parah nih, udh coba investasi dari tgl 22 juni 2023 , sampe skrg tgl 26 juni 2023 gk masuk jg dana nya, di live chat disuruh tunggu, saya minta cancel gk bisa dia blg , ini maling berkedok saham atau gimana sih??? bintang 1 ajalah untuk kalian, guys jgn mau instal aplikasi ini, cukup sekian",1,2023,6,26,"parah nih, udh coba investasi dari tgl 22 juni 2023 , sampe skrg tgl 26 juni 2023 gk masuk jg dana nya, di live chat disuruh tunggu, saya minta cancel gk bisa dia blg , ini maling berkedok saham atau gimana sih??? bintang 1 ajalah untuk kalian, guys jgn mau instal aplikasi ini, cukup sekian","['parah', 'nih', 'udh', 'coba', 'investasi', 'tgl', '22', 'juni', '2023', 'sampe', 'skrg', 'tgl', '26', 'juni', '2023', 'gk', 'masuk', 'jg', 'dana', 'nya', 'live', 'chat', 'disuruh', 'tunggu', 'cancel', 'gk', 'blg', 'maling', 'berkedok', 'saham', 'gimana', 'sih', 'bintang', '1', 'ajalah', 'guys', 'jgn', 'instal', 'aplikasi', 'sekian']",-1,"['parah', 'nih', 'udh', 'coba', 'investasi', 'tgl', '22', 'juni', '2023', 'sampe', 'skrg', 'tgl', '26', 'juni', '2023', 'gk', 'masuk', 'jg', 'dana', 'nya', 'live', 'chat', 'suruh', 'tunggu', 'cancel', 'gk', 'blg', 'maling', 'kedok', 'saham', 'gimana', 'sih', 'bintang', '1', 'aja', 'guys', 'jgn', 'instal', 'aplikasi', 'sekian']",parah coba investasi juni 2023 sampe skrg juni 2023 masuk dana live chat suruh tunggu cancel maling kedok saham gimana bintang guys instal aplikasi sekian
lol kk kl.,2,2023,6,26,lol kk kl.,"['lol', 'kk', 'kl']",-1,"['lol', 'kk', 'kl']",
mohon maaf ini kenapa ya bareksa mau isi formulir tapi kode otp tidak pernah di kirim?,2,2023,6,26,mohon maaf ini kenapa ya bareksa mau isi formulir tapi kode otp tidak pernah di kirim?,"['mohon', 'maaf', 'ya', 'isi', 'formulir', 'kode', 'otp', 'kirim']",-1,"['mohon', 'maaf', 'ya', 'isi', 'formulir', 'kode', 'otp', 'kirim']",mohon maaf formulir kode kirim
gampang,5,2023,6,27,gampang,['gampang'],1,['gampang'],gampang
verifikasi ganti nomor rekening super lama sekali dan ribet banget. live chat juga tidak solutif jawabannya hanya akan dibantu informasi ke tim padahal estimasi ganti nomor rekening cuma 1-2 hari. ini sudah hampir 14 hari tapi tidak ada kemajuan follow up sama sekali. jujur kecewa banget sama bareksa. mohon ditindaklanjuti sesegera mungkin terima kasih,1,2023,6,27,verifikasi ganti nomor rekening super lama sekali dan ribet banget. live chat juga tidak solutif jawabannya hanya akan dibantu informasi ke tim padahal estimasi ganti nomor rekening cuma 1-2 hari. ini sudah hampir 14 hari tapi tidak ada kemajuan follow up sama sekali. jujur kecewa banget sama bareksa. mohon ditindaklanjuti sesegera mungkin terima kasih,"['verifikasi', 'ganti', 'nomor', 'rekening', 'super', 'ribet', 'banget', 'live', 'chat', 'solutif', 'jawabannya', 'dibantu', 'informasi', 'tim', 'estimasi', 'ganti', 'nomor', 'rekening', '1', '2', '14', 'kemajuan', 'follow', 'up', 'jujur', 'kecewa', 'banget', 'mohon', 'ditindaklanjuti', 'terima', 'kasih']",-1,"['verifikasi', 'ganti', 'nomor', 'rekening', 'super', 'ribet', 'banget', 'live', 'chat', 'solutif', 'jawab', 'bantu', 'informasi', 'tim', 'estimasi', 'ganti', 'nomor', 'rekening', '1', '2', '14', 'maju', 'follow', 'up', 'jujur', 'kecewa', 'banget', 'mohon', 'ditindaklanjuti', 'terima', 'kasih']",verifikasi ganti nomor rekening super ribet banget live chat solutif jawab bantu informasi estimasi ganti nomor rekening maju follow jujur kecewa banget mohon ditindaklanjuti terima kasih
sangat mengecewakan tiba² investasiku hilang ngk tau tiba² suruh masukin gmail lagi,1,2023,6,27,sangat mengecewakan tiba² investasiku hilang ngk tau tiba² suruh masukin gmail lagi,"['mengecewakan', 'tiba²', 'investasiku', 'hilang', 'ngk', 'tau', 'tiba²', 'suruh', 'masukin', 'gmail']",-1,"['kecewa', 'tiba', 'investasi', 'hilang', 'ngk', 'tau', 'tiba', 'suruh', 'masukin', 'gmail']",kecewa tiba investasi hilang tiba suruh masukin gmail
bismillah... semoga bermanfaat,5,2023,6,27,bismillah... semoga bermanfaat,"['bismillah', 'semoga', 'bermanfaat']",1,"['bismillah', 'moga', 'manfaat']",bismillah moga manfaat
apk ini siip untuk infentasi kita,3,2023,6,27,apk ini siip untuk infentasi kita,"['apk', 'siip', 'infentasi']",0,"['apk', 'siip', 'infentasi']",siip infentasi
"terimakasih untuk bareksa dan trimegah asset management sudah fast respons atas permasalahan saya , sukses terus untuk kalian semua .",5,2023,6,27,"terimakasih untuk bareksa dan trimegah asset management sudah fast respons atas permasalahan saya , sukses terus untuk kalian semua .","['terimakasih', 'trimegah', 'asset', 'management', 'fast', 'respons', 'permasalahan', 'sukses']",1,"['terimakasih', 'trimegah', 'asset', 'management', 'fast', 'respons', 'masalah', 'sukses']",terimakasih trimegah asset management fast respons masalah sukses
sangat menarik wow keren kapan lagi yo sungguh luar biasa google play memang tokoh onlen keren habis semua ada dsini terkeren,5,2023,6,28,sangat menarik wow keren kapan lagi yo sungguh luar biasa google play memang tokoh onlen keren habis semua ada dsini terkeren,"['menarik', 'wow', 'keren', 'yo', 'sungguh', 'google', 'play', 'tokoh', 'onlen', 'keren', 'habis', 'dsini', 'terkeren']",1,"['tarik', 'wow', 'keren', 'yo', 'sungguh', 'google', 'play', 'tokoh', 'onlen', 'keren', 'habis', 'dsini', 'keren']",tarik keren sungguh google play tokoh onlen keren habis dsini keren
gunakan uang dingin untuk invetasi dan kenali resikonya.,5,2023,6,29,gunakan uang dingin untuk invetasi dan kenali resikonya.,"['uang', 'dingin', 'invetasi', 'kenali', 'resikonya']",1,"['uang', 'dingin', 'invetasi', 'kenal', 'resiko']",uang dingin invetasi kenal resiko
semenjak update ga bisa masuk pakai data hp. harus pakai wifi baru bisa masuk. minta tolong benerin jaringannya,1,2023,7,1,semenjak update ga bisa masuk pakai data hp. harus pakai wifi baru bisa masuk. minta tolong benerin jaringannya,"['semenjak', 'update', 'ga', 'masuk', 'pakai', 'data', 'hp', 'pakai', 'wifi', 'masuk', 'tolong', 'benerin', 'jaringannya']",-1,"['semenjak', 'update', 'ga', 'masuk', 'pakai', 'data', 'hp', 'pakai', 'wifi', 'masuk', 'tolong', 'benerin', 'jaring']",semenjak update masuk pakai data pakai wifi masuk tolong benerin jaring
susah susah gampang. fitur nya masih banyak yang belum saya tau. tapi rekomendasi untuk investasi emas,4,2023,7,1,susah susah gampang. fitur nya masih banyak yang belum saya tau. tapi rekomendasi untuk investasi emas,"['susah', 'susah', 'gampang', 'fitur', 'nya', 'tau', 'rekomendasi', 'investasi', 'emas']",1,"['susah', 'susah', 'gampang', 'fitur', 'nya', 'tau', 'rekomendasi', 'investasi', 'emas']",susah susah gampang fitur rekomendasi investasi emas
"bagus, semoga kedepannya ada fitur bareksa atau akun syariah, jadi gaperlu pakai fitur pencarian syariah kalau mau cari produk dan beli produk syariah. (meminimalisir transaksi non syariah nantinya)",5,2023,7,2,"bagus, semoga kedepannya ada fitur bareksa atau akun syariah, jadi gaperlu pakai fitur pencarian syariah kalau mau cari produk dan beli produk syariah. (meminimalisir transaksi non syariah nantinya)","['bagus', 'semoga', 'kedepannya', 'fitur', 'akun', 'syariah', 'gaperlu', 'pakai', 'fitur', 'pencarian', 'syariah', 'cari', 'produk', 'beli', 'produk', 'syariah', 'meminimalisir', 'transaksi', 'non', 'syariah']",1,"['bagus', 'moga', 'depan', 'fitur', 'akun', 'syariah', 'gaperlu', 'pakai', 'fitur', 'cari', 'syariah', 'cari', 'produk', 'beli', 'produk', 'syariah', 'meminimalisir', 'transaksi', 'non', 'syariah']",bagus moga depan fitur akun syariah gaperlu pakai fitur cari syariah cari produk beli produk syariah meminimalisir transaksi syariah
